,-112.88,-112.62,-112.38,-112.12,-111.88,-111.62,-111.38,-111.12,-110.88,-110.62,-110.38,-110.12,-109.88,-109.62,-109.38,-109.12,-108.88,-108.62,-108.38,-108.12
58.88,,,,3.4666999708861113,,2.604600042104721,,,2.8635000344365835,3.036700072698295,1.8626999808475375,,2.343850093893707,1.013200031593442,1.7622000304982066,,,1.509999972768128,,1.2849000049754977
58.62,9.400200098752975,1.4288933210385342,1.7488166534652312,,2.730200008954853,1.3882999774068594,0.8805199759081006,,,2.788350044284016,1.195400021970272,,2.3638999555259943,1.1081460324930958,0.7430799887515604,1.846299972385168,3.3452000934630632,,,
58.38,2.7770999974260726,2.595399972051382,0.8998499833978713,0.1813300041249022,1.4820800424786285,,0.8179200231097639,1.179100014269352,,,2.034100005403161,,,0.038868998672114685,2.740900032222271,185.6199949979782,1.7109190218131214,2.0779999904334545,0.03761699917959049,0.036854999052593485
58.12,,,,0.9912799869198352,,1.531900023110211,,0.5031300242990255,0.48916998639469966,0.9894500108202919,,7.121199858374894,2.7457999531179667,,,,0.9888999629765749,,2.630600007250905,1.1022452872566646
57.88,,,,,,,,1.7254999838769436,1.08123998506926,,0.6236800109036267,1.1378000490367413,1.0738000273704529,1.231294998433441,,0.0933639967115596,0.3007070081366692,1.8819000106304884,2.3337500169873238,0.0557550010853447
57.62,3.117399988695979,0.9432199876755476,0.38846000097692013,0.04143549995205831,1.9909499678760767,1.1425999691709876,1.4573000371456146,,,1.0900966881308705,1.8697500345297158,1.0736000258475542,1.0736000258475542,,1.5759667148813605,16.956999897956848,1.200100057758391,1.7925750580616295,0.48096200165067177,3.1793001107871532
57.38,0.7838999736122787,0.5447600269690156,0.8314099977724254,0.36457949317991734,,,0.9868099587038159,,1.1325249943183735,2.3797000758349895,1.5758750378154218,0.9539700113236904,1.0323500173399225,,,16.956999897956848,0.9510849777143449,3.1316999811679125,2.352000039536506,1.096994979889132
57.12,,,2.8242000844329596,0.529090000782162,1.6470633175534506,2.5273000355809927,,,0.4220200062263757,,2.1943150350125507,,2.97176674939692,,0.5428113411956778,1.1009449954144657,2.0589299868637077,3.5780000034719706,0.9949833620339632,0.8179050055332482
56.88,0.04507133417064324,,1.9017999875359237,1.0327999480068684,1.1040249955840409,2.7170999674126506,,3.27709992416203,2.701600082218647,3.9538499355937042,2.8343499870970845,7.128400107224782,,,,3.755300072953105,3.2167749595828354,1.41479994636029,3.752100048586726,3.489094990072772
56.62,,,,,,,3.295700065791607,,4.013500176370144,2.2759001003578305,,5.624300140577058,,6.517366661379735,4.62184997741133,1.6465999651700258,7.3103997856378555,2.9438449528242927,,0.09692100138636306
56.38,2.058400074020028,1.438650011550635,2.032899996265769,,,4.42420004401356,1.692949968855828,,1.9815999548882246,0.7564700208604336,,2.6720999740064144,6.651499890722334,2.506263272759194,2.8926999463389316,3.2782000489532948,1.7547999741509557,4.4970999006181955,,1.5127425140235573
56.12,,0.6052750250091776,0.6117600132711232,0.633489980828017,,2.127799903973937,2.0607499754987657,,,1.193000003695488,,1.123199996072799,,1.8695000326260924,2.818899927660823,0.844980007968843,,0.25346399343106896,0.37783625157317147,0.6405686678287262
55.88,,4.031300079077482,0.7856400043237954,0.633489980828017,0.6948899826966226,,3.0580000020563602,,0.8894000202417374,1.0348299983888865,1.9259499968029559,0.03883099998347461,,2.43525009136647,1.5692999586462975,1.6148999566212296,,0.8041466498980299,1.0908000404015183,1.9923799845855683
55.62,1.074784000593354,1.3781999587081373,3.180749947205186,3.774000098928809,5.604899954050779,6.552500184625387,1.4390700162039138,1.9488000543788075,,,,3.118649940006435,1.9096253781754058,,3.5964666167274117,3.547550004441291,0.3515859922724,,0.9561600163578987,0.7141054775274824
55.38,,4.5011998154222965,,,6.134999915957451,0.04168599843978882,,0.05635699926642701,2.4874000810086727,2.1889000199735165,,2.7387000154703856,3.414300037547946,0.048640999011695385,2.213299972936511,1.5617000171914697,1.6191999893635511,0.04599399835569784,1.978200045414269,0.2595095065771602
55.12,1.311599975451827,,,1.5069769906403963,9.059100411832333,0.05079200127511285,,,1.3460000045597553,0.04075199831277132,2.0485001150518656,1.4582000439986587,0.04070599970873445,1.865891448687762,2.6542409086687258,0.04189999890513718,0.9646699763834476,1.5550115494988859,0.8911400218494236,
54.88,1.2852775271312566,,,,1.7417999915778637,,1.7329583133687265,0.04320500011090189,1.3460000045597553,,,,2.752800064627081,0.03720099994097836,,0.056400498579023406,4.128799773752689,0.6865300238132477,,1.6404899943154305
54.62,1.2582000344991684,2.482014911947772,,1.3526000548154116,1.348900026641786,,,,,0.039630998799111694,,0.05109600169816986,,1.0012369639298413,,0.0358949982910417,0.039619000745005906,,1.5856653578036155,4.819800145924091
54.38,,,3.7758001126348972,,2.3235499975271523,2.1071000955998898,0.039670001569902524,1.8669289493118413,0.04007399911643006,,0.03927700163330883,,,0.038294998375931755,4.120447645618697,0.037225998312351294,0.035018001653952524,4.722800105810165,,2.956500044092536
54.12,,,,5.262300022877753,0.040954000724013895,,2.1945000626146793,1.4961999841034412,0.040047998481895775,,0.03942900002584793,,3.100600093603134,,1.0068634892377304,1.8713095936012298,,6.976900156587362,,2.0580000709742308
